sdss_name,sdss_ra,sdss_dec,sdss_class,sdss_z,sdss_source_z,sdss_z_pipe,sdss_zwarning,sdss_z_vi,sdss_z_conf,sdss_is_qso_qn,sdss_z_qn,FIRST_r1,RA_deg_r1,DEC_deg_r1,Fpeak_r1,Fint_r1,Rms_r1,Maj_r1,Min_r1,PA_r1,Separation_first,GrpSize_before_first,group_z_min_first,group_z_max_first,GroupID_first,GroupSize_first,source_tier_first,NVSS_r2,RA_deg_r2,e_RAJ2000_r2,DEC_deg_r2,e_DEJ2000_r2,S1.4_r2,e_S1.4_r2,MajAxis_r2,MinAxis_r2,Separation_nvss,GrpSize_before_nvss,group_z_min_nvss,group_z_max_nvss,GroupID_nvss,GroupSize_nvss,source_tier_nvss,GLEAM_r3,RA_deg_r3,e_RAJ2000_r3,DEC_deg_r3,e_DEJ2000_r3,Fpwide_r3,e_Fpwide_r3,Fintwide_r3,e_Fintwide_r3,awide_r3,e_awide_r3,bwide_r3,e_bwide_r3,pawide_r3,psfawide_r3,psfbwide_r3,psfPAwide_r3,Separation_gleam,GrpSize_before_gleam,group_z_min_gleam,group_z_max_gleam,GroupID_gleam,GroupSize_gleam,source_tier_gleam,RACS-DR1_r4,RA_deg_r4,e_RAJ2000_r4,DEC_deg_r4,e_DEJ2000_r4,Ftot_r4,e_Ftot_r4,Fpk_r4,e_Fpk_r4,amaj_r4,bmin_r4,e_amaj_r4,e_bmin_r4,PA_r4,e_PA_r4,amaj0_r4,bmin0_r4,PA0_r4,e_amaj0_r4,e_bmin0_r4,e_PA0_r4,Separation_racs,GrpSize_before_racs,group_z_min_racs,group_z_max_racs,GroupID_racs,GroupSize_racs,source_tier_racs,likeli_first,likeli_nvss,likeli_gleam,likeli_racs
110441.72+470625.7,166.17387397620462,47.10715354132529,QSO,3.0,VI,3.0203933715820312,0,3.0,3.0,1.0,2.9867381417878565,J110441.7+470625,166.17400709969593,47.10719821997741,2.99,3.11,0.129,2.24,0.0,40.1,0.3636880590393889,1,,,-2147483648,1,1,110441+470632,166.17108209982243,0.61,47.109059331331714,5.7,3.2,0.5,66.2,57.4,9.688477094198221,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.882073404948465,11.13201380918591,,
161216.75+470253.6,243.0698070975041,47.04823056741981,QSO,4.35,VI,4.365353107452393,0,4.35,3.0,1.0,4.3827486422691715,J161216.7+470253,243.06979458233835,47.04825732761431,52.26,54.95,0.146,1.48,0.92,3.3,0.10110990694544478,1,,,-2147483648,1,1,161216+470253,243.07016541562348,0.05,47.0481351053613,0.6,53.5,1.7,18.7,16.1,0.9437436775415331,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.2452275504050108,7.881807980861542,,
135514.27+470249.0,208.8094890663429,47.0469637696424,QSO,3.065,VI,3.0711138248443604,0,3.065,3.0,1.0,3.0530104076753597,J135514.2+470249,208.80941681665115,47.04698010664059,4.72,4.35,0.126,0.88,0.0,145.1,0.18673463002635088,1,,,-2147483648,1,1,135514+470246,208.81058348312257,0.18,47.046166217628254,2.0,7.9,0.5,35.4,31.4,3.9307927034230676,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.45289806451515896,13.116380671643181,,
142209.69+465932.5,215.54041549831908,46.992370519625226,QSO,3.812,VI,3.814868450164795,0,3.812,3.0,1.0,3.811370305957932,J142209.7+465932,215.54044586969525,46.992418288137976,10.56,11.03,0.132,1.18,1.1,0.6,0.18744183312084667,1,,,-2147483648,1,1,142209+465931,215.54075003629876,0.13,46.99216551032851,1.4,10.0,0.5,23.8,23.1,1.104315987060748,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.4546132536981727,5.036135324974926,,
081555.02+465321.4,123.97925496264641,46.889282283685766,QSO,3.284,VI,3.276764392852783,0,3.284,3.0,1.0,3.277029604594879,J081554.9+465321,123.97909053326873,46.88925044105814,2.97,3.73,0.137,3.39,2.01,26.5,0.42047002330679073,1,,,-2147483648,1,1,081554+465314,123.97741136634747,0.39,46.88745044108727,4.0,3.7,0.4,43.4,41.5,8.003936064671368,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,1.0197893189522942,11.385626586389956,,
113047.06+464944.4,172.69612318815638,46.82900186649086,QSO,3.236,VI,3.306572675704956,0,3.236,3.0,1.0,3.2475950610363524,J113047.0+464944,172.69592414096365,46.829008765596356,1.29,1.79,0.14,4.7,1.69,158.0,0.4908900630804447,1,,,-2147483648,1,1,113048+464943,172.70062414117905,0.82,46.82866987628405,8.7,3.4,0.6,98.5,72.1,11.150303609843077,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,1.190583359011462,13.420829215016578,,
084037.12+464717.1,130.15467421029354,46.788102324836274,QSO,3.733,VI,3.7271173000335693,0,3.733,3.0,1.0,3.6952320305164346,J084037.0+464717,130.154537043369,46.78810029940997,195.58,202.03,0.147,1.21,0.68,85.2,0.3381833587411499,1,,,-2147483648,1,1,084037+464717,130.15474537672605,0.04,46.78811696607069,0.6,194.8,5.9,17.0,16.1,0.18316674547342146,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.8202151073584499,1.6310295317397214,,
081126.79+464502.6,122.86162965917212,46.75073434875447,QSO,3.143,VI,3.1432487964630127,0,3.143,3.0,1.0,3.1386026596667342,J081126.8+464502,122.86173623696281,46.75070879262053,1.93,3.31,0.13,6.01,3.02,151.1,0.27852151155285065,1,,,-2147483648,1,1,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.6755137462005255,,,
114734.33+464044.7,176.89307001695266,46.679085329075285,QSO,3.014,VI,3.0134830474853516,0,3.014,3.0,1.0,3.0148265744037,J114734.3+464044,176.8930451799786,46.67911671255673,31.26,31.43,0.133,0.87,0.0,0.0,0.12856047334203988,1,,,-2147483648,1,1,114734+464044,176.89333267994868,0.06,46.67889171252971,0.7,30.1,1.0,17.3,15.9,0.95221680842908,2,,,9802,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.3118049681731257,5.649660583900564,,
161425.13+464028.9,243.604723,46.674706,QSO,5.315867,DR6Q_HW,-1.0,-1,-1.0,-1.0,-1.0,-1.0,J161425.1+464028,243.60469447833003,46.674707283367525,1.69,2.16,0.135,3.66,1.83,48.9,0.07060277491129938,1,,,-2147483648,1,1,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.17123688325104325,,,
100501.13+463934.3,151.25471605958705,46.65955186489323,QSO,3.085,VI,3.073068141937256,0,3.085,3.0,1.0,3.0712600986031378,J100501.1+463934,151.25464748647772,46.6595743191193,35.21,37.01,0.146,1.55,0.77,168.9,0.18772553931722827,1,,,-2147483648,1,1,100501+463935,151.2547891531852,0.05,46.65978265244366,0.6,39.5,1.2,18.2,16.0,0.8502370650065882,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.4553013871735402,2.115402871523473,,
084047.40+463811.1,130.1975354658753,46.636442622471435,QSO,3.006,VI,3.0058860778808594,0,3.006,3.0,1.0,3.0038474167506113,J084047.3+463811,130.1974828721603,46.63650029818461,2.28,1.91,0.141,0.0,0.0,59.7,0.24497399484861015,1,,,-2147483648,1,1,084048+463803,130.20107870574824,0.78,46.6342836314152,9.6,3.2,0.5,97.0,81.0,11.709894994476686,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.5941492987316844,11.166895038257236,,
084057.03+463400.3,130.2376340881911,46.56676394809108,QSO,3.722,VI,3.7223551273345947,0,3.722,3.0,1.0,3.7318988890630003,J084056.9+463400,130.23739953891152,46.56673363037607,1.42,1.42,0.134,3.5,0.0,148.6,0.5906881447187016,1,,,-2147483648,1,1,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,1.432628797092059,,,
094334.00+463332.1,145.89168647335282,46.5589314035627,QSO,3.216,VI,3.2039520740509033,0,3.216,3.0,1.0,3.227352317333067,J094333.9+463332,145.8916511417447,46.55896908158952,57.65,60.28,0.133,1.44,0.77,174.7,0.16139271596670993,1,,,-2147483648,1,1,094334+463331,145.89183030841332,0.05,46.55883852602409,0.6,55.5,1.7,17.9,16.0,0.4884324537591107,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.3914348723756104,3.2316794663912045,,
083644.55+463101.4,129.18562565262982,46.51708022949352,QSO,3.997,VI,3.995560646057129,0,3.997,3.0,1.0,3.993056732344476,J083644.5+463101,129.1856077556706,46.51708088173583,142.14,145.87,0.138,1.09,0.59,81.2,0.04439823359713943,1,,,-2147483648,1,1,083644+463101,129.18549525566044,0.04,46.51711699284997,0.6,148.9,4.5,16.1,14.5,0.3490926915210064,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.107681534011853,3.007159772313824,,
123624.22+462754.4,189.10094061125352,46.4651159991015,QSO,3.568,VI,3.3038737773895264,4,3.568,3.0,1.0,3.5449437278327904,J123624.2+462754,189.1011248044479,46.46517106602946,1.1,1.76,0.142,7.27,0.0,178.3,0.49790408780031126,1,,,-2147483648,1,1,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,1.2075953054176822,,,
100645.60+462717.3,151.6900161485883,46.45482234913122,QSO,4.44,VI,4.327040195465088,0,4.44,3.0,1.0,4.463802276999881,J100645.6+462717,151.69000166456436,46.45484095805653,6.05,6.32,0.136,1.91,0.0,103.2,0.07601551853948386,1,,,-2147483648,1,1,100645+462716,151.69033083121124,0.2,46.454477069146535,2.2,6.4,0.4,29.9,29.1,1.4677135618025408,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.18436472005629137,3.535644141196645,,
074805.46+462425.4,117.02277643594395,46.407068891722226,QSO,3.188,VI,3.186650514602661,0,3.188,3.0,1.0,3.187504473647956,J074805.5+462425,117.02297724502952,46.4069532949917,14.2,15.21,0.152,1.78,1.0,101.5,0.6493476385429622,1,,,-2147483648,1,1,074805+462425,117.02316057838462,0.11,46.40708940610197,1.2,14.3,0.6,28.9,20.1,0.9564155196563381,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,1.574898370490445,6.414632749964643,,
152421.25+462033.6,231.0885816407664,46.34268844655912,QSO,3.089,VI,3.0882656574249268,0,3.089,3.0,1.0,3.0803323489148564,J152421.2+462034,231.08848267235877,46.342886175378,1.32,2.64,0.141,6.92,3.93,149.8,0.753119591013211,1,,,-2147483648,1,1,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,1.8265836596441756,,,
115056.94+461844.8,177.7372508256147,46.31245894780055,QSO,3.193,VI,3.1933884620666504,0,3.193,3.0,1.0,3.1942436060338517,J115056.9+461844,177.73713681688432,46.312399966288375,7.56,8.05,0.14,1.94,0.29,37.5,0.3541965237748828,1,,,-2147483648,1,1,115057+461845,177.73845765030435,0.19,46.31250274394113,1.9,7.5,0.5,29.4,27.5,3.0050409485550142,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.8590524562323423,13.97684532148115,,
134633.93+461001.4,206.64137977773805,46.16706711184778,QSO,3.59,VI,3.590522289276123,0,3.59,3.0,1.0,3.602752957414258,J134633.9+461001,206.6413666325544,46.1670386696137,3.86,3.35,0.148,0.0,0.0,36.0,0.10750928006312063,1,,,-2147483648,1,1,134634+461000,206.64491663250095,0.55,46.16686089145957,5.7,2.6,0.4,54.5,51.8,8.849328556104032,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.26074829812529293,15.774863644476047,,
105756.26+455553.0,164.4844545676932,45.93139919156039,QSO,4.134,VI,4.135412216186523,0,4.134,3.0,1.0,4.129882733228874,J105756.3+455553,164.48468177609035,45.931403914321315,1.1,1.38,0.13,5.8,0.0,24.5,0.5691540204578518,1,,,-2147483648,1,1,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,1.3804013196480478,,,
130823.07+455109.5,197.09614088743342,45.852639330071504,QSO,3.141,VI,3.142486810684204,0,3.141,3.0,1.0,3.1426337132791264,J130823.0+455109,197.09602484761322,45.8526730132831,2.43,2.31,0.139,2.56,0.0,16.6,0.31521743024459253,1,,,-2147483648,1,1,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.764514761960573,,,
090525.57+454930.2,136.35657675169153,45.82506529090668,QSO,3.107,VI,3.107034683227539,0,3.107,3.0,1.0,3.0772927530101137,J090525.5+454930,136.35660846038797,45.8250889776522,17.47,17.78,0.144,1.09,0.0,161.7,0.11661477275786676,1,,,-2147483648,1,1,090525+454930,136.357495960478,0.1,45.82508897761727,1.0,15.5,0.6,24.3,19.5,2.3075625666928974,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.2828323960290126,16.30601120279279,,
122541.88+453801.1,186.42450100567012,45.633664902486295,QSO,3.53,VI,3.530748128890991,0,3.53,3.0,1.0,3.5185056256770926,J122541.9+453801,186.42459537732597,45.63367411559193,9.96,9.89,0.149,1.01,0.0,3.7,0.23986367992643776,1,,,-2147483648,1,1,122541+453803,186.42449954411995,0.18,45.63430744893491,2.3,8.8,0.5,44.9,30.9,2.313170140822486,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.5817549222694705,1.0049344639915736,,
155043.88+453624.1,237.68286174573336,45.60672072719264,QSO,3.0097241401672363,PIPE,3.0097241401672363,0,-1.0,0.0,1.0,3.0051027386784215,J155043.8+453624,237.68281133928704,45.60671890205385,52.62,53.76,0.122,1.05,0.41,151.1,0.12711786916243276,1,,,-2147483648,1,1,155043+453624,237.68287383928336,0.05,45.60671890204829,0.6,48.8,1.5,16.6,14.7,0.031158103436367827,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.3083061134184142,0.27263369477639854,,
075122.36+452334.2,117.84318501546855,45.392845380858944,QSO,3.617,VI,3.616196870803833,0,3.617,3.0,1.0,3.625730428895862,J075122.3+452334,117.84301065695433,45.39279773509701,1.18,1.13,0.142,2.28,0.0,125.8,0.47298768880696196,1,,,-2147483648,1,1,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,1.1471632273049055,,,
092922.26+452123.4,142.34278632931512,45.356516862959,QSO,3.159,VI,3.1589536666870117,0,3.159,3.0,1.0,3.1529270978638584,J092922.2+452122,142.34265483956634,45.356241489427084,1.44,3.28,0.134,10.15,2.07,28.8,1.0456610159721806,1,,,-2147483648,1,1,092922+452123,142.3426215062535,0.43,45.356477600539854,4.8,3.3,0.4,47.2,44.9,0.4402585190369369,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,2.536099856475915,0.9449116741219522,,
123427.24+451955.5,188.61352249837043,45.332108213616415,QSO,3.466,VI,3.466108798980713,0,3.466,3.0,1.0,3.462780659707727,J123427.2+451955,188.61355788435745,45.33200167137542,2.07,2.41,0.127,3.11,0.51,158.6,0.3938682401747201,1,,,-2147483648,1,1,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.9552707516816096,,,
131608.89+451925.9,199.03705421536415,45.3238882656581,QSO,4.275,VI,4.276394844055176,0,4.275,3.0,1.0,4.252981115107684,J131608.8+451925,199.03700392428019,45.32377003092969,1.55,1.43,0.136,1.78,0.0,56.1,0.44427198985149613,1,,,-2147483648,1,1,131610+451920,199.04195809071513,0.85,45.322445030406556,6.9,2.3,0.4,81.5,57.8,13.45614757482654,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,1.077517755167608,14.522406872131613,,
080749.05+451550.3,121.95439230262285,45.26398737543492,QSO,3.191,VI,3.1914823055267334,0,3.191,3.0,1.0,3.1883875617538573,J080749.0+451550,121.95449859359616,45.26398658351705,146.03,150.1,0.134,1.01,0.78,71.1,0.26933821817157766,1,,,-2147483648,1,1,080749+451549,121.9544944269235,0.04,45.26378380573933,0.6,155.3,4.7,18.3,15.7,0.7771938419332076,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.6532411263179315,2.6877349950193636,,
154848.26+451545.4,237.20108825143558,45.26263117271646,QSO,3.76,VI,3.326439380645752,4,3.76,3.0,1.0,3.718140817061734,J154848.2+451545,237.20113213852568,45.26270505608471,1.76,1.36,0.133,0.0,0.0,152.6,0.28829146634077424,1,,,-2147483648,1,1,154847+451540,237.1980404717595,0.72,45.26116338969427,8.7,2.4,0.5,86.8,55.8,9.357513251122937,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.6992095775715366,10.6413869596301,,
082011.05+451330.6,125.04604565748396,45.22517555224083,QSO,3.355,VI,3.355107545852661,0,3.355,3.0,1.0,3.359074208876531,J082011.0+451330,125.0460447523788,45.225158754856075,27.19,29.33,0.134,2.04,0.75,154.1,0.06051411781718589,1,,,-2147483648,1,1,082011+451331,125.04586975236958,0.06,45.22539486597055,0.7,29.9,1.0,17.9,16.0,0.9068010019722762,2,,,4528,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.1467682938536814,3.9842283114243933,,
092444.99+451157.9,141.18747055783734,45.19942321555116,QSO,3.431,VI,3.431144952774048,0,3.431,3.0,1.0,3.4401661902392107,J092444.9+451157,141.18746304748024,45.199433212093425,193.6,199.49,0.144,1.02,0.86,0.0,0.040719367762794355,1,,,-2147483648,1,1,092445+451157,141.18753804748366,0.04,45.199394323200984,0.6,199.5,6.0,16.5,14.8,0.2003212154772931,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.09875897496612188,1.5987376588048512,,
165846.92+451044.9,254.69551890433937,45.179145094191384,QSO,3.2043609619140625,PIPE,3.2043609619140625,0,-1.0,0.0,1.0,3.165899977958045,J165846.9+451044,254.69554339384493,45.17910366878973,34.96,35.91,0.138,0.9,0.87,180.0,0.161561682877913,1,,,-2147483648,1,1,165847+451044,254.69616422713156,0.06,45.179134224303056,0.7,32.4,1.1,21.7,15.7,1.6380469957956534,2,,,16902,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.39184461622334804,14.04223661683713,,
135234.92+450535.4,208.14552484860897,45.09317995965869,QSO,3.869,VI,3.865122079849243,0,3.869,3.0,1.0,3.889682747062799,J135234.9+450537,208.1454705586246,45.09375517691265,7.61,10.96,0.137,5.18,1.54,175.2,2.075373561251011,1,,,-2147483648,1,1,135235+450537,208.1458330586328,0.12,45.09380517687426,1.3,10.6,0.5,24.9,22.1,2.383184421239799,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,5.03352035070779,5.303368473935571,,
141318.86+450523.0,213.32862430893738,45.08973415049198,QSO,3.112,VI,3.104447841644287,4,3.112,3.0,1.0,3.1663680501286064,J141318.8+450522,213.32865383190176,45.08971574152129,136.74,140.31,0.143,0.97,0.76,155.4,0.10011159123544958,1,,,-2147483648,1,1,141318+450523,213.32866633192026,0.04,45.08980463040887,0.6,153.6,4.6,17.1,15.3,0.27529097664984764,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.2428062516445289,1.07582042453112,,
155237.94+450441.7,238.1581022197446,45.078268426406204,QSO,3.0,VI,3.0009212493896484,0,3.0,3.0,1.0,2.9970188069755483,J155237.9+450441,238.15808621642415,45.07819108215695,13.9,14.07,0.143,1.05,0.0,145.0,0.2813955917588082,1,,,-2147483648,1,1,155237+450441,238.15812371641215,0.1,45.07813552659809,1.1,14.1,0.6,20.2,19.9,0.48155004930728684,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.6824845476214793,0.5804652374241084,,
135554.55+450421.0,208.9773269660692,45.07252066807191,QSO,4.097,VI,4.0972700119018555,0,4.097,3.0,1.0,4.0720166087898715,J135554.5+450421,208.97734554798637,45.07263286665395,1.46,2.1,0.137,5.12,1.54,13.9,0.40666821638984435,1,,,-2147483648,1,1,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.9863153135000323,,,
165720.79+450121.3,254.33663354751647,45.022604501951164,QSO,3.3500826358795166,PIPE,3.3500826358795166,0,-1.0,0.0,1.0,3.331980256569924,J165720.7+450121,254.33661423498052,45.02260369329498,1.89,1.98,0.133,2.29,0.0,132.2,0.049228443905661175,1,,,-2147483648,1,1,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.11939651326216778,,,
160505.65+445724.4,241.27358112003049,44.95679050331945,QSO,3.569,VI,3.571873903274536,0,3.569,3.0,1.0,3.5670309050043922,J160505.6+445725,241.2736360050461,44.95697136747123,1.15,0.61,0.138,0.0,0.0,0.0,0.6659541799592904,1,,,-2147483648,1,1,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,1.615176245055551,,,
111736.33+445655.7,169.40139682929907,44.94880675916491,QSO,3.846,VI,3.8530564308166504,0,3.846,3.0,1.0,3.859086001502126,J111736.3+445655,169.4014485985673,44.94881183469197,24.33,25.08,0.134,1.25,0.48,6.1,0.1331602981438431,1,,,-2147483648,1,1,111736+445655,169.40179026524467,0.06,44.94875350132901,0.7,28.4,0.9,18.5,16.1,1.020590131109897,1,,,-2147483648,1,1,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,,,,,,,,,,,,,,,,,,,,,,,-2147483648,,,-2147483648,-2147483648,-2147483648,0.3229611753237258,8.59994654848687,,
