sdss_name,sdss_ra,sdss_dec,sdss_class,sdss_z,sdss_source_z,sdss_z_pipe,sdss_zwarning,sdss_z_vi,sdss_z_conf,sdss_is_qso_qn,sdss_z_qn,FIRST_r1,RA_deg_r1,DEC_deg_r1,Fpeak_r1,Fint_r1,Rms_r1,Maj_r1,Min_r1,PA_r1,Separation_first,GrpSize_before_first,group_z_min_first,group_z_max_first,GroupID_first,GroupSize_first,match_tier_first,NVSS_r2,RA_deg_r2,e_RAJ2000_r2,DEC_deg_r2,e_DEJ2000_r2,S1.4_r2,e_S1.4_r2,MajAxis_r2,MinAxis_r2,Separation_nvss,GrpSize_before_nvss,group_z_min_nvss,group_z_max_nvss,GroupID_nvss,GroupSize_nvss,match_tier_nvss,GLEAM_r3,RA_deg_r3,e_RAJ2000_r3,DEC_deg_r3,e_DEJ2000_r3,Fpwide_r3,e_Fpwide_r3,Fintwide_r3,e_Fintwide_r3,awide_r3,e_awide_r3,bwide_r3,e_bwide_r3,pawide_r3,psfawide_r3,psfbwide_r3,psfPAwide_r3,Separation_gleam,GrpSize_before_gleam,group_z_min_gleam,group_z_max_gleam,GroupID_gleam,GroupSize_gleam,match_tier_gleam,RACS-DR1_r4,RA_deg_r4,e_RAJ2000_r4,DEC_deg_r4,e_DEJ2000_r4,Ftot_r4,e_Ftot_r4,Fpk_r4,e_Fpk_r4,amaj_r4,bmin_r4,e_amaj_r4,e_bmin_r4,PA_r4,e_PA_r4,amaj0_r4,bmin0_r4,PA0_r4,e_amaj0_r4,e_bmin0_r4,e_PA0_r4,Separation_racs,GrpSize_before_racs,group_z_min_racs,group_z_max_racs,GroupID_racs,GroupSize_racs,match_tier_racs,likeli_first,likeli_nvss,likeli_gleam,likeli_racs
161920.04+553603.7,244.83349987,55.60104406,QSO,5.414,VI,5.55388212,4,5.414,2.0,-1.0,-1.0,J161920.0+553603,244.83336708,55.60100441,32.07,32.35,0.136,1.01,0.0,3.9,0.30549512,2,1.69369447,5.414,260,2,3,161919+553600,244.83287541,0.06,55.60010718,0.6,48.1,1.8,16.5,17.0,3.60397818,6,0.0833153,5.414,17566,3,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.7409342,12.22083208,,
105019.00+553154.2,162.57916888,55.53174635,QSO,3.052,VI,3.05289674,0,3.052,3.0,1.0,3.04735169,J105019.0+553154,162.57919605,55.5318624,1.34,1.41,0.144,3.31,0.0,38.2,0.42144872,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.02216331,,,
102343.13+553132.3,155.92973837,55.52564936,QSO,4.48,VI,4.49194574,0,4.48,3.0,1.0,4.44672273,J102343.1+553132,155.92980365,55.52559067,1.99,2.79,0.144,4.76,1.77,16.7,0.24966723,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.60553184,,,
140707.48+553105.7,211.78118043,55.51825562,QSO,3.918,VI,3.91498184,0,3.918,3.0,1.0,3.92741814,J140707.4+553105,211.78119409,55.51826313,6.02,5.39,0.14,0.0,0.0,175.4,0.03880909,1,,,NA,1,1,140707+553107,211.78196075,0.34,55.51883257,2.9,5.0,0.4,37.0,34.5,2.61599192,3,0.55729997,3.918,14375,3,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.09412586,4.54428891,,
114615.17+552942.0,176.56323841,55.49501351,QSO,3.189,VI,3.19817567,4,3.189,3.0,1.0,3.16897058,J114615.1+552942,176.56308061,55.49518063,1.04,2.44,0.138,7.64,4.9,61.2,0.68228361,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.65478159,,,
150206.53+552146.5,225.52723651,55.36292722,QSO,3.33,VI,3.32978129,0,3.33,3.0,1.0,3.32108311,J150206.5+552146,225.52722269,55.36279505,86.54,91.94,0.151,1.64,0.99,132.7,0.47665725,1,,,NA,1,1,150206+552146,225.52708519,0.06,55.36299783,0.6,89.4,2.7,19.4,16.0,0.40058731,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.15606364,2.68761806,,
161959.52+551453.7,244.99800108,55.24825568,QSO,3.102,VI,3.10366344,0,3.102,3.0,-1.0,-1.0,J161959.4+551453,244.99779614,55.24820995,2.23,2.42,0.147,3.12,0.0,21.4,0.45162475,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.09535036,,,
133750.12+551400.3,204.45883858,55.23341745,QSO,3.395,VI,3.39471841,0,3.395,3.0,1.0,3.38895329,J133750.0+551400,204.4587149,55.23343057,8.45,8.25,0.153,0.72,0.0,8.9,0.25826343,1,,,NA,1,1,133749+551358,204.4582524,0.2,55.23300001,1.8,8.0,0.5,29.8,25.9,1.92519813,2,,,13610,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.62638093,5.44571919,,
105437.23+551223.4,163.65512846,55.20652039,QSO,3.314,VI,3.31437922,0,3.314,3.0,1.0,3.31865168,J105437.2+551223,163.65506275,55.20647065,73.14,75.74,0.196,1.27,0.68,14.9,0.22425196,1,,,NA,1,1,105437+551223,163.65541692,0.06,55.20658731,0.6,74.6,2.3,18.4,15.9,0.63965989,3,0.1025,3.314,9142,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.54389078,5.09652103,,
121103.89+545950.7,182.76623423,54.99743122,QSO,3.602,VI,3.60134053,0,3.602,3.0,1.0,3.5965396,J121103.9+545950,182.7662517,54.99748004,28.72,30.01,0.152,1.44,0.75,157.1,0.17941597,1,,,NA,1,1,121103+545950,182.76629336,0.08,54.99747448,0.8,24.5,0.8,19.0,16.9,0.19791539,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.43514766,0.97291827,,
140822.98+545037.3,212.09577823,54.84372163,QSO,3.233,VI,3.23350239,0,3.233,3.0,1.0,3.22912501,J140823.0+545037,212.09586053,54.84378532,2.8,2.68,0.144,1.55,0.0,5.1,0.28578273,1,,,NA,1,1,140823+545026,212.09983553,0.96,54.84061032,12.8,3.2,0.5,138.0,50.6,14.0070226,2,0.50309998,3.233,14411,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.69312512,8.75752547,,
124054.91+543652.2,190.22880092,54.61450412,QSO,3.938,VI,3.94123101,0,3.938,3.0,1.0,3.94168622,J124054.9+543652,190.2287936,54.61454873,14.89,15.09,0.149,1.3,0.0,121.99999,0.16132999,1,,,NA,1,1,124054+543652,190.2290436,0.12,54.61447373,1.1,13.8,0.6,20.4,20.0,0.51758681,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.39128271,3.24016841,,
142634.84+543622.7,216.64519955,54.6063153,QSO,4.856,VI,4.85569906,0,4.856,3.0,1.0,4.84415747,J142634.8+543622,216.64523117,54.60632373,4.28,4.36,0.152,2.27,0.0,158.1,0.07259121,1,,,NA,1,1,142634+543617,216.64529367,0.71,54.60494317,6.3,2.5,0.4,57.2,54.0,4.94353729,3,0.19400001,4.856,14867,3,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.17605956,0.83037928,,
143533.77+543559.2,218.8907476,54.59979426,QSO,3.81,VI,3.81013894,0,3.81,3.0,1.0,3.81924373,J143533.7+543559,218.89075193,54.59979572,93.26,95.78,0.149,0.89,0.88,89.99999,0.01044191,1,,,NA,1,1,143533+543559,218.89075193,0.05,54.59977627,0.6,83.4,2.5,18.1,16.2,0.06536706,3,,,15098,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.02532535,0.13356223,,
120041.35+543549.6,180.17231742,54.5971346,QSO,3.91,VI,3.90993381,0,3.91,3.0,1.0,3.88502301,J120041.3+543549,180.17229309,54.5971914,2.52,1.93,0.151,0.0,0.0,179.49998,0.21069196,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.51100308,,,
084400.57+543105.3,131.00239945,54.51813942,QSO,3.716,VI,3.7213819,0,3.716,3.0,1.0,3.71684914,J084400.5+543105,131.00215022,54.5180725,53.82,56.9,0.149,1.53,1.02,57.699997,0.57383377,1,,,NA,1,1,084400+543105,131.00212105,0.06,54.51831139,0.6,55.4,1.7,17.4,15.7,0.84951223,3,,,5432,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.39175038,5.0912148,,
113144.30+543058.4,172.93460803,54.51624211,QSO,3.055,VI,3.05506396,0,3.055,3.0,1.0,3.06354002,J113144.2+543057,172.93423006,54.51593097,20.83,32.98,0.151,6.38,1.16,43.2,1.37057921,1,,,NA,1,1,113144+543057,172.9345009,0.07,54.51605874,0.7,32.9,1.1,19.1,15.5,0.69704124,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,3.32413864,2.05792592,,
124230.57+542257.3,190.62740828,54.38261023,QSO,4.734,VI,4.74338102,0,4.734,3.0,1.0,4.64472297,J124230.6+542257,190.62751021,54.38262091,19.74,20.21,0.129,1.25,0.0,172.00002,0.21711626,1,,,NA,1,1,124230+542256,190.62766854,0.09,54.38244591,0.9,19.7,0.7,17.8,17.6,0.80476636,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.52658434,4.10794665,,
094921.32+542240.2,147.33886214,54.37783894,QSO,3.4,VI,3.40020633,0,3.4,3.0,1.0,3.39572516,J094921.3+542240,147.33887323,54.377869,8.09,8.65,0.146,2.06,0.0,170.0,0.1106771,1,,,NA,1,1,094921+542241,147.3399149,0.21,54.37825511,2.0,7.6,0.5,30.6,27.1,2.66779504,3,,,7315,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.26843141,9.51973767,,
131043.25+541911.4,197.68023576,54.3198342,QSO,3.06,VI,3.06465673,0,3.06,3.0,1.0,3.06485255,J131043.2+541911,197.68016038,54.31982017,4.53,4.65,0.151,1.15,0.42,90.1,0.16614942,2,,,425,1,1,131043+541912,197.68083538,0.3,54.32000073,2.3,6.4,0.5,43.6,29.9,1.39447602,2,0.3705,3.06,12853,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.40297148,3.98990634,,
093336.57+541757.3,143.40239506,54.29925193,QSO,3.214,VI,3.21180034,0,3.214,3.0,1.0,3.21814342,J093336.6+541757,143.40256438,54.29934977,1.01,1.13,0.142,1.98,1.84,90.19999,0.50059879,1,,,NA,1,1,093336+541758,143.40195605,1.14,54.29956088,7.3,2.4,0.5,94.1,57.4,1.44486418,5,0.41389999,3.214,6851,5,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.21413112,0.82018415,,
142921.87+540611.1,217.34113293,54.10310972,QSO,3.03,VI,3.01186895,0,3.03,3.0,1.0,3.01084704,J142921.8+540610,217.34121433,54.10304032,1129.47,1165.36,0.198,1.16,0.72,178.4,0.30319659,1,,,NA,1,1,142921+540611,217.34137683,0.05,54.10313755,0.6,1028.3,30.9,16.3,15.5,0.52447462,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.73535954,4.60761043,,
173352.23+540030.4,263.467629,54.008469,QSO,3.435417,DR6Q_HW,-1.0,-1,-1.0,-1.0,-1.0,-1.0,J173352.2+540030,263.46768546,54.00840035,7.72,7.76,0.138,1.49,0.0,143.3,0.27448987,1,,,NA,1,1,173352+540034,263.4680813,0.25,54.00952257,2.2,6.4,0.4,31.8,29.6,3.91170136,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.66573563,3.94908348,,
131003.34+535348.2,197.51392655,53.89673708,QSO,3.28,VI,3.28016734,0,3.28,3.0,1.0,3.28161344,J131003.3+535348,197.51396858,53.89671186,13.94,14.45,0.146,1.68,0.0,3.3,0.12723023,1,,,NA,1,1,131003+535347,197.51450191,0.13,53.89652852,1.2,13.1,0.6,29.1,24.6,1.43292287,2,,,12831,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.30857859,7.46750804,,
133223.26+535018.5,203.09694628,53.83848941,QSO,3.428,VI,3.42772365,0,3.428,3.0,1.0,3.4104183,J133223.2+535018,203.09697695,53.83848071,21.69,22.32,0.144,1.21,0.49,4.4,0.07230227,1,,,NA,1,1,133223+535017,203.09591862,0.08,53.83813905,0.8,21.8,0.8,18.0,16.9,2.52118099,4,0.12530001,3.428,13476,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.17535875,17.11782039,,
083808.46+534809.8,129.53526137,53.80273956,QSO,3.592,VI,3.59748793,0,3.592,3.0,1.0,3.60290865,J083808.4+534809,129.53527078,53.80276976,8.47,8.42,0.196,1.56,0.0,32.6,0.11053802,1,,,NA,1,1,083808+534809,129.53574578,0.18,53.80264476,1.7,8.9,0.5,30.6,24.8,1.08496732,2,,,5285,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.26809407,5.00559996,,
131612.09+533913.2,199.05040184,53.65369248,QSO,3.186,VI,3.1856606,0,3.186,3.0,1.0,3.18120664,J131612.1+533913,199.05043103,53.65369503,8.52,8.56,0.145,1.34,0.0,28.3,0.06294747,1,,,NA,1,1,131612+533911,199.05108519,0.28,53.65308392,2.5,5.5,0.4,33.7,31.6,2.63164833,2,0.55650002,3.186,13053,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.15267005,4.98135394,,
110201.91+533912.6,165.50796683,53.65350532,QSO,4.31,VI,4.31498671,0,4.31,3.0,1.0,4.29768658,J110201.9+533912,165.50795422,53.65342328,4.45,5.57,0.152,4.33,0.0,7.4,0.29657111,1,,,NA,1,1,110201+533908,165.50591672,0.38,53.65230939,2.4,6.2,0.5,54.2,31.3,6.13755189,6,0.41350001,4.31,9312,6,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.71929058,11.27522963,,
101735.01+533535.2,154.39589175,53.59312514,QSO,3.27,VI,3.32211041,0,3.27,3.0,1.0,3.2613588,J101735.0+533535,154.39604058,53.59314911,1.77,1.9,0.142,2.77,0.0,165.4,0.32950388,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.7991645,,,
091857.67+533220.0,139.74030607,53.53890169,QSO,3.015,VI,3.01446414,0,3.015,3.0,1.0,3.01982982,J091857.4+533219,139.73949297,53.53871106,63.16,83.87,0.174,4.35,1.43,68.3,1.87001406,1,,,NA,1,1,091857+533219,139.73987214,0.05,53.5387555,0.6,93.6,2.8,17.3,16.4,1.06713901,2,,,6428,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,4.53544144,8.34832076,,
150643.80+533134.4,226.68254017,53.52624044,QSO,3.785,VI,3.79767919,0,3.785,3.0,1.0,3.76775097,J150643.8+533134,226.68278042,53.5261866,13.97,14.63,0.145,1.42,0.88,157.8,0.54945951,1,,,NA,1,1,150643+533133,226.68133459,0.14,53.5258866,1.2,14.3,0.9,23.500002,20.5,2.87733125,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.33263432,15.03318196,,
090723.11+531847.0,136.84630051,53.31307745,QSO,3.059,VI,3.05875659,0,3.059,3.0,1.0,3.06010141,J090723.0+531846,136.84619673,53.31295562,2.28,1.85,0.135,0.0,0.0,140.4,0.4921158,1,,,NA,1,1,090723+531849,136.8489134,0.55,53.31372785,5.6,4.0,0.5,71.4,44.5,6.08799536,4,0.1032,3.059,6138,4,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.19355579,10.06166071,,
140958.79+531240.6,212.49499614,53.21129482,QSO,3.523,VI,3.52398086,0,3.523,3.0,1.0,3.51477944,J140958.7+531240,212.49497669,53.21130472,7.01,7.34,0.177,1.57,0.61,161.7,0.05504632,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.13350693,,,
110551.35+530158.1,166.46399012,53.03281812,QSO,3.547,VI,3.5559721,0,3.547,3.0,1.0,3.56362058,J110551.3+530158,166.46399166,53.03285653,8.82,8.81,0.134,0.81,0.0,10.8,0.1383211,1,,,NA,1,1,110551+530156,166.46429166,0.18,53.03242042,1.6,8.8,0.5,27.7,24.7,1.57352491,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.33547794,3.29369915,,
140408.60+530108.4,211.03587232,53.01901099,QSO,3.162,VI,3.16109204,0,3.162,3.0,1.0,3.15598131,J140408.6+530108,211.03607666,53.01902987,43.87,45.92,0.147,1.31,1.0,73.7,0.44769444,1,,,NA,1,1,140408+530108,211.03637666,0.06,53.01897154,0.6,42.9,1.3,19.2,14.9,1.10137467,3,,,14305,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.08581873,9.36826182,,
114816.09+525859.2,177.06705111,52.98312327,QSO,3.174,VI,3.17466164,0,3.174,3.0,1.0,3.16807612,J114816.0+525859,177.06705496,52.98312503,100.84,103.48,0.133,1.08,0.6,147.8,0.0104745,1,,,NA,1,1,114816+525859,177.06729246,0.05,52.98325281,0.6,107.7,3.3,17.7,15.2,0.70078294,4,,,10571,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.02540439,4.74103859,,
084039.27+525504.8,130.16365369,52.91801517,QSO,3.088,VI,3.0881815,0,3.088,3.0,1.0,3.07713259,J084039.2+525504,130.1635958,52.9179753,29.04,29.84,0.146,1.39,0.0,7.5,0.19076225,1,,,NA,1,1,084039+525504,130.16391247,0.07,52.91786697,0.7,32.7,1.1,18.0,15.6,0.77471756,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.46266632,4.66323106,,
125300.15+524803.3,193.25063625,52.80094434,QSO,4.115,VI,4.11546946,0,4.115,3.0,1.0,4.10594611,J125300.1+524803,193.25067232,52.8009623,55.92,58.51,0.147,1.28,1.04,116.600006,0.10172353,1,,,NA,1,1,125300+524803,193.25087649,0.06,52.80102897,0.6,58.0,1.8,19.0,17.1,0.60517444,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.24671583,4.51157978,,
122219.44+524728.9,185.58100035,52.79137275,QSO,3.484,VI,3.48442674,0,3.484,3.0,1.0,3.46138571,J122219.3+524728,185.58079288,52.7913492,7.52,8.94,0.133,2.85,1.75,83.2,0.45954763,1,,,NA,1,1,122219+524731,185.58087621,0.16,52.79202976,1.6,8.9,0.5,24.6,24.2,2.3806266,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.11456643,2.05627988,,
090331.52+524609.0,135.88133372,52.76918864,QSO,3.281,VI,3.28208494,0,3.281,3.0,1.0,3.26718326,J090331.5+524608,135.88133821,52.76912233,1.94,1.94,0.144,1.69,0.0,149.1,0.23892504,1,,,NA,1,1,090332+524606,135.88449655,0.47,52.76839455,4.6,3.8,0.4,53.4,43.8,7.45860003,5,0.2445,3.281,6027,5,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.57947834,14.34987444,,
121007.42+524529.0,182.53092171,52.75807166,QSO,3.175,VI,3.174582,0,3.175,3.0,1.0,3.17409222,J121007.4+524529,182.53088022,52.75805784,29.13,29.32,0.136,0.86,0.0,131.3,0.1031887,1,,,NA,1,1,121007+524527,182.53050105,0.08,52.7577245,0.8,26.2,0.9,22.2,19.8,1.5497796,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.25026933,7.32242931,,
084423.07+523920.3,131.09612915,52.65564865,QSO,3.029,VI,3.02956033,0,3.029,3.0,1.0,3.0266777,J084423.1+523920,131.09625424,52.65560027,10.61,12.98,0.142,3.6,1.01,165.4,0.32396306,1,,,NA,1,1,084423+523923,131.09620424,0.12,52.65645027,1.2,12.5,0.5,22.499998,21.0,2.89048458,2,,,5443,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.78572552,2.61636753,,
150116.88+522959.7,225.32036038,52.49993692,QSO,3.034,VI,3.03359485,0,3.034,3.0,1.0,3.03058098,J150116.8+522959,225.32024271,52.49991451,33.85,36.86,0.144,1.89,1.28,73.8,0.27020242,1,,,NA,1,1,150116+523000,225.32033438,0.06,52.50016451,0.7,36.1,1.2,19.3,17.0,0.82130027,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.65533698,1.25751439,,
164313.06+522055.2,250.80445598,52.34867049,QSO,4.276,VI,4.27348471,0,4.276,3.0,1.0,4.29994914,J164313.0+522055,250.80434492,52.34878728,1.14,0.78,0.15,1.35,0.0,149.9,0.48622748,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.17927526,,,
131134.59+521240.7,197.89414121,52.21131458,QSO,3.699,VI,3.70415258,0,3.699,3.0,1.0,3.70482382,J131134.5+521240,197.89416392,52.2113146,30.87,31.59,0.136,1.36,0.0,2.1,0.0501141,1,,,NA,1,1,131134+521240,197.89416809,0.06,52.21111182,0.7,36.5,1.2,16.1,16.0,0.73233914,5,0.41940001,3.699,12892,2,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.12154455,1.15074665,,
124704.46+520537.1,191.76860057,52.09364711,QSO,3.257,VI,3.25772238,0,3.257,3.0,1.0,3.24979343,J124704.4+520538,191.76868458,52.09400412,1.74,2.79,0.137,5.92,2.21,24.8,1.29860038,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,3.14956879,,,
142122.30+520452.9,215.34292843,52.08136567,QSO,3.94,VI,3.94986224,0,3.94,3.0,1.0,3.9296544,J142122.2+520453,215.3427263,52.08139886,1.39,0.84,0.144,0.0,0.0,148.6,0.4628644,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.12261146,,,
102852.54+515619.1,157.21895679,51.93864574,QSO,3.057,VI,3.05747604,0,3.057,3.0,1.0,3.05451938,J102852.5+515618,157.2188114,51.93856003,1.17,1.0,0.133,0.0,0.0,179.49998,0.44648758,1,,,NA,1,1,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.08289091,,,
165157.13+514531.8,252.98806276,51.75886016,QSO,3.256,VI,3.25581193,0,3.256,3.0,1.0,3.25446386,J165157.1+514531,252.98796126,51.7588149,17.34,17.28,0.148,0.58,0.0,79.3,0.27876107,1,,,NA,1,1,165157+514531,252.98783209,0.09,51.75860656,0.9,18.4,0.7,18.2,17.9,1.0477035,3,,,18164,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.67609469,3.9512462,,
133751.79+514338.9,204.46581449,51.72749713,QSO,3.072,VI,3.07474971,0,3.072,3.0,1.0,3.07695656,J133751.7+514338,204.46580134,51.72747223,162.29,168.17,0.148,1.09,0.97,0.0,0.09430712,1,,,NA,1,1,133751+514338,204.46591801,0.05,51.72733334,0.6,181.4,5.5,17.5,16.7,0.63321574,5,0.3644,3.072,13612,3,3,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,0.22872835,2.28095369,,
121421.76+513333.0,183.59066927,51.5591682,QSO,3.294,VI,3.29432082,0,3.294,3.0,1.0,3.29086748,J121421.7+513333,183.59069246,51.55931884,58.2,74.09,0.136,3.93,1.31,30.2,0.54480272,1,,,NA,1,1,121421+513334,183.59095912,0.05,51.55944662,0.6,74.3,2.3,18.3,17.1,1.19394453,1,,,NA,1,1,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,NA,NA,1.3213407,6.03185053,,
